part_id_std,part_id_raw,Item Description,Supplier Name,Supplier PN,PSW,PSW Type,PSW Sub Type,YPN Status,Handling Manual,FAR Status,PPAP Details,psw_ok,has_handling_manual,far_ok
7278132750,7278132750,Plug Sub Assembly Hc-Stak 25 2Hi,Te Connectivity Emea,2-2840900-1,2-2840900-1,PSW,PPAP LEVEL 2,Added,Requested,OK,OK,True,True,True
7278136830,7278136830,Sleeve Assembly Wire Connector Female,Molex Europe,31034-4022,31034-4022,PSW,PPAP LEVEL 2,Added,Requested,OK,OK,True,True,True
7278136930,7278136930,Sleeve Assembly Wire Connector Female,Molex Europe,31034-4020,31034-4020,PSW,PPAP LEVEL 2,Added,Requested,OK,OK,True,True,True
7278141030,7278141030,Connector 16P 110+Mx 150 Black,Molex Europe,34985-8335,,,,Common,To Be Requested,Requested,Rejected,False,True,False
7278142730,7278142730,Connector 2P Apex Black,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,35323410,35323410,PSW,PPAP LEVEL 2,Common,To Be Requested,OK,OK,True,True,True
7278147130,7278147130,Connector 12P Mx Black,Molex Europe,334726319,334726319,,PPAP Level 2,Common,To Be Requested,OK,OK,True,True,True
7282624470,7282624470,"Assembly 1.5Mm Tab Hsg With Optional Shorting Bar, Connector Btfr Y W/H/D: 10.8/ 13.0/ 35.0",Te Connectivity Emea,1241794-2,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7282644340,7282644340,Connector 2P Yesc Kaizen Light Gray,Yse-M,7282-6443-40,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7282644460,7282644460,Connector 2P 060 Green,Yse-M,7282-6444-60,,PSW,PPAP LEVEL 3,Common,OK,OK,OK,False,True,True
7282645360,7282645360,Connector 16P Yesc Kaizen Green,Yse,7282-6453-60,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7283072430,7283072430,Connector 2P 375 Black,Yel-Bl,7283-0724-30,7283-0724-30,M,PPAP LEVEL 3,Common,OK,OK,OK,True,True,True
7283092030,7283092030,Connector 4P Mx 150 Black,Molex Interconnect Gmbh,334710406,33471-0406 ,PSW,PPAP LEVEL 2,Common,To Be Requested,OK,OK,True,True,True
7283259130,7283259130,Connector 6 Pos.,Te Connectivity Emea,0-0184452-1,0-0184452-1,PSW,PPAP LEVEL 1,Common,To Be Requested,OK,OK,True,True,True
7283263530,7283263530,Connector 12P Get Black,Te Connectivity Emea,0-1452015-8,,PSW,PPAP LEVEL 1,Common,OK,OK,OK,False,True,True
7283291810,7283291810,Connector 2P 375 Dark Gray,Yel-Bl,7283-2918-10,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7283356630,7283356630,Connector 50P Get Black,Te Connectivity Emea,0-1438129-2,0-1438129-2,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7283364930,7283364930,Connector 16P Mx 150 Black,Molex Interconnect Gmbh,33472-1606,33472XXXX,PSW,PPAP LEVEL 3,Common,OK,To Be Requested,OK,True,True,False
7283408930,7283408930,Connector 3P Sicma Black,Aptiv Services France Sas,211PC032S0081,211PC032S0081,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
7283473630,7283473630,Connector 16P Mx 150 Black,Molex Europe,33472-1601,33472-1601_1963,PSW,PPAP LEVEL 1,Deleted,OK,OK,OK,True,True,True
7283521330,7283521330,Connector 1P 250 Black,Te Connectivity Emea,0-0520961-1,0-0520961-1,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
7283557010,7283557010,Connector 4P Yesc Dark Gray,Yc Purchasing (Yazaki Corp),7283-5570-10,,PSW,PPAP LEVEL 3,Common,OK,OK,OK,False,True,True
7283592710,7283592710,Connector 8P Yesc Dark Gray,Yel-Bl,7283-5927-10,,PSW,PPAP LEVEL 3,Common,OK,To Be Requested,OK,False,True,False
7283644460,7283644460,Connector 2P Yesc Kaizen Green,Yel-Bl,7283-6444-60,,PSW,PPAP LEVEL 2,Deleted,OK,To Be Requested,OK,False,True,False
7283644940,7283644940,Connector 4P Yesc Kaizen Light Gray,Yse-M,7283-6449-40,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7283645540,7283645540,Connector 10P Yesc Kaizen Light Gray,Yse-M,7283-6455-40,,PSW,PPAP LEVEL 1,Common,OK,OK,OK,False,True,True
7283649830,7283649830,Connector 2P 060 Black,Yel-Bl,7283-6498-30,,PSW,PPAP LEVEL 2,Common,OK,OK,OK,False,True,True
7283849630,7283849630,Connector 4P 375+Yesc Black,Yel-Bl,7283-8496-30,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7283849790,7283849790,Connector 4P 375+Yesc Blue,Yse,7283-8497-90,7283-8497-90,PSW,PPAP LEVEL 3,Common,OK,To Be Requested,OK,True,True,False
7283885030,7283885030,Connector 6P 025 Rh Black,Ymo-Dc,7283-8850-30,7283-8850-30,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7283915430,7283915430,Connector 12P Mx 150 Black,Molex Europe,33472-1201,33472-1201_1202,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7285016206,7285016206,8Mm Sp Male Terminal Sub-Assembly,Yel-Bl,7285-0162-06,,PSW,PPAP LEVEL 3,Common,Requested,OK,OK,False,True,True
7285124851,7285124851,Connector 4P 090 Orange,Te Connectivity Emea,2840869-4,0-2840869-4,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7285125030,7285125030,5 Pos Mixed Hsg Asm Sae J1771/Iec62196-2 Type-2,Te Connectivity Emea,2840704-1,0-2840704-1,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7285125951,7285125951,Connector 2P 110 Orange,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,33353455,33353455,PSW,PPAP LEVEL 3,Common,OK,To Be Requested,OK,True,True,False
7285126151,7285126151,High Power Connector 4P Orange,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,33300634,,PSW,PPAP LEVEL 4,Common,OK,To Be Requested,OK,False,True,False
7285126651,7285126651,Connector 4P Unknown Orange,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,33314147,33314147,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7285127451,7285127451,Connector 2P 110 Orange,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,33339283,33339283,PSW,PPAP LEVEL 3,Common,OK,To Be Requested,OK,True,True,False
7285127651,7285127651,Connector 2P 280 Orange,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,33358014,33358014,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7285131630,7285131630,Connector 26P Mcon Black,Te Connectivity,1-2203973-1,1-2203973-1,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7285146651,7285146651,Connector 2P 250 Orange,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,35201706,35201706,PSW,PPAP LEVEL 3,Common,OK,OK,OK,True,True,True
7285173251,7285173251,High Power Connector 4P Orange,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,33300635,33300635,PSW,PPAP LEVEL 2,Common,To Be Requested,OK,OK,True,True,True
7285181751,7285181751,"2Pos,Pcon21,Rec Outer Hsg Assy,90Deg-Key A,W/Bca",Te Connectivity Emea,1-2340446-1,1-2340446-1,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7285184660,7285184660,High Power Connector 4P Green,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,35448131,35448131,PSW,PPAP LEVEL 3,Common,To Be Requested,OK,OK,True,True,True
7285192951,7285192951,Plug Sub Assembly Hc Stak 25-2Phi,Te Connectivity Emea,1-2840900-1,1-2840900-1,PSW,PPAP LEVEL 2,Deleted,Requested,OK,OK,True,True,True
7285209630,7285209630,Asm Conn 9 H/P Sld,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,35759385,35759385,PSW,PPAP LEVEL 3,Common,OK,OK,OK,True,True,True
7285218451,7285218451,Hc Stark25 Plug Assembly-Key-A Conn H/V Mle,Te Connectivity Emea,0-2395752-1,2395752-1 ,PSW,PPAP LEVEL 2,Common,To Be Requested,OK,OK,True,True,True
7285232451,7285232451,Hc Stark25 Plug Assembly-Key-B Conn H/V Mle,Te Connectivity Emea,2395752-2,2395752-2 ,PSW,PPAP LEVEL 2,Common,To Be Requested,OK,OK,True,True,True
7286287330,7286287330,Connector 59P 025+110+250 Black,Yna Cps,7286-2873-30,,PSW,PPAP LEVEL 1,Common,OK,OK,OK,False,True,True
7286700230,7286700230,Connector 34P 025+060+110 Black,Sews-Ce Ltd. (Distribution),6098-6595,6098-6595,EMPB,PPAP LEVEL 3,Common,OK,OK,OK,True,True,True
7286853030,7286853030,Connector 2P 060 Black,Yna Cps,7286-8530-30,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7286879530,7286879530,Connector 2P 060 Black,Yna Cps,7286-8795-30,,PSW,PPAP LEVEL 1,Common,OK,OK,OK,False,True,True
7287011790,7287011790,Connector 2P 375 L Blue,Yel-Bl,7287-0117-90,7287-0117-90  ,PSW,PPAP LEVEL 2,Common,To Be Requested,To Be Requested,OK,True,True,False
7287106630,7287106630,Connector 6P Mx 150 Black,Molex Europe,33472-0636,33472-06XX,PSW,PPAP LEVEL 1,Deleted,OK,OK,OK,True,True,True
7287121230,7287121230,Connector 12P Mx 150 Black,Molex Europe,33472-1206,33472-1206,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7287140410,7287140410,Connector 4P 060+375 Dark Gray,Yel-Bl,7287-1404-10,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7287204730,7287204730,Connector 24P Generation Y+Yesc Black,Yel-Bl,7287-2047-30,,PSW,PPAP LEVEL 2,Common,OK,OK,OK,False,True,True
7287281430,7287281430,Connector 1P 375 Black,Yel-Bl,7287-2814-30,BEAMs,PSW,PPAP LEVEL 4,Common,OK,OK,OK,True,True,True
7287287030,7287287030,Connector 59P 025+110+250 Black,Yel-Bl,7287-2870-30,,PSW,PPAP LEVEL 4,Common,OK,OK,OK,False,True,True
7287318240,7287318240,Connector 2P Mx 150 Light Gray,Molex Europe,340620022,34062-00XX,PSW,PPAP LEVEL 1,Common,OK,OK,OK,True,True,True
7287329130,7287329130,Connector (Oh) 52P Generation Y Black,Te Connectivity Emea,0-1924346-1,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7287337030,7287337030,Connector 2P Mx 150 Black,Molex Europe,34062-0024,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7287357710,7287357710,Connector 2P Yesc Dark Gray,Ycc,7287-3577-10,7287-3577-10,PSW,PPAP LEVEL 2,Common,To Be Requested,OK,OK,True,True,True
7287375230,7287375230,Connector 3P 040 Black,Te Connectivity Emea,1-1718644-5,1-1718644-5,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
7287399430,7287399430,Connector 2P 070 Family Black,Tti Distribution Center Delphi,13628655,13628655,PSW,PPAP LEVEL 1,Common,Requested,To Be Requested,OK,True,True,False
7287590140,7287590140,Connector 2P Mx Light Gray,Molex Interconnect Gmbh,34062-0026,,,,Added,OK,Requested,Requested,False,True,False
7287598730,7287598730,Connector 70P 110+250+375+Get Black,Te Connectivity Emea,0-1670249-2,,PSW,PPAP LEVEL 3,Common,OK,To Be Requested,OK,False,True,False
7287605930,7287605930,Connector 6P Mx 150 Black,Molex Europe,33472-0642,33472-0642,PSW,PPAP LEVEL 2,Deleted,OK,OK,OK,True,True,True
7287619710,7287619710,Connector 2P Yesc Dark Gray,Yel-Bl,7287-6197-10,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
7287678730,7287678730,Connector 4P Mx 150 Black,Molex Europe,33471-0411,334710411,PSW,PPAP LEVEL 2,Deleted,OK,To Be Requested,OK,True,True,False
7287702630,7287702630,Connector 17P 025+060+110 Black,Sews-Ce Ltd. (Distribution),6098-6596,6098-6596,PSW,PPAP LEVEL 3,Common,OK,OK,OK,True,True,True
7287731330,7287731330,Connector 40P 025+090 Black,Yel-Bl,7287-7313-30,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7287750830,7287750830,Connector 60P 025 Black,Molex Europe,34713-0020,34713-XXXX,PSW,PPAP LEVEL 1,Deleted,To Be Requested,To Be Requested,OK,True,True,False
7287767230,7287767230,Connector 30P 025 Black,Molex Group,34712-0020 ,	34712-0020-1020-1023-50XX  ,PSW,PPAP LEVEL 1,Deleted,To Be Requested,To Be Requested,OK,True,True,False
7287795330,7287795330,Connector 6P Get Black,Te Connectivity Emea,0-1456985-3,1456985-3,PSW,PPAP LEVEL 2,Common,To Be Requested,OK,OK,True,True,True
7287799430,7287799430,Connector 5P Mcon Black,Te Connectivity Emea,1-1718806-1,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7287846040,7287846040,Connector 12P Other Light Gray,Molex Europe,347280121,34728-0121,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7287852930,7287852930,Connector 2P 060 Black,Yel-Bl,7287-8529-30,,PSW,PPAP LEVEL 3,Common,OK,OK,OK,False,True,True
7287858850,7287858850,Modular Connector 6P Orange,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,13879050,13879050,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7287858950,7287858950,Modular Connector 6P Orange,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,13879051,13879051,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
7287896130,7287896130,Connector 46P 025+110+250 Black,Te Connectivity,9-2141968-9,9-2141968-9,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7287908780,7287908780,Connector 12P 025 Brown,Molex Europe,34728-0122,34728-0122,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7287908860,7287908860,Connector 20P Other Green,Molex Europe,34728-0203,34728-0203,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7287908930,7287908930,Connector 20P Generation Y Black,Molex Europe,347280200,Molex_Annual Layout,PSW,PPAP LEVEL 1,Common,OK,OK,OK,True,True,True
7287909040,7287909040,Connector 16P 025 Light Gray,Molex Europe,347280161,34728-0161,PSW,PPAP LEVEL 3,Common,OK,OK,OK,True,True,True
7287909180,7287909180,Connector 16P 025 Brown,Molex Europe,34728-0162,34728-0162,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7287945230,7287945230,Connector 36P 060+110+250 Black,Te Connectivity,0-2138731-1,0-2138731-1,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
7287950940,7287950940,Connector 22P 060+110+250 Light Gray,Te Connectivity Emea,0-2098627-2,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7288331340,7288331340,Connector 2P Mx 150 Light Gray,Molex Europe,34675-0004,34675-0004,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7288816230,7288816230,Connector 4P Mx 150 Black,Molex Europe,33481-0406,33481-04XX,PSW,PPAP LEVEL 1,Deleted,OK,To Be Requested,OK,True,True,False
7288874430,7288874430,Connector 8P Mx 150 Black,Molex Europe,334824830,33482-4830,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7288883530,7288883530,Connector 16P Mx 150 Black,Molex Interconnect Gmbh,33482-8601,334828601,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7288905430,7288905430,Connector 6P Mx 150 Black,Molex Europe,33482-3601,33482-36XX,PSW,PPAP LEVEL 1,Deleted,OK,To Be Requested,OK,True,True,False
7289057730,7289057730,Connector 12P Mx 150 Black,Molex Europe,33472-1385 ,33472-1385,PSW,PPAP LEVEL 2,Deleted,OK,OK,OK,True,True,True
7289065330,7289065330,Connector 6P Generation Y Black,Te Connectivity Emea,0-2035363-3,,PSW,PPAP LEVEL 1,Deleted,OK,To Be Requested,OK,False,True,False
7289200130,7289200130,Connector 64P 060+Mqs Black,Te Connectivity Emea,0-2050036-1,0-2050036-1,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7289262440,7289262440,Connector 20P Get Light Gray,Molex Europe,34728-0201,34728-0201,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7289271930,7289271930,Connector 12P Mx 150 Black,Molex Europe,33472-1344,33472-13XX-15XX,PSW,PPAP LEVEL 1,Deleted,OK,To Be Requested,OK,True,True,False
7289288530,7289288530,Connector 2P 025 Black,Molex Europe,34977-2100,34977-2100,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7289296730,7289296730,Connector 2P 025 Black,Molex Europe,34975-2500,34975-2100-2700,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
7289301830,7289301830,Connector 3P 025 Black,Molex Europe,34975-3110,34975-3XXX,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
7289315430,7289315430,Connector 34P 110+Mx 150 Black,Yel-Bl,7289-3154-30,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7289377930,7289377930,Conn 5P B,Te Connectivity Emea,1-2236898-5,1-2236898-5,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7289460230,7289460230,Connector 5P Mcp Black,Yel-Bl,7289-4602-30,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7289460630,7289460630,Connector 5P Mcp Black,Yel-Bl,7289-4606-30,,PSW,PPAP LEVEL 2,Common,OK,OK,OK,False,True,True
7289466930,7289466930,Conn 103P,Molex Interconnect Gmbh,34746-9001,Molex_Annual Layout,PSW,PPAP LEVEL 1,Deleted,To Be Requested,To Be Requested,OK,True,True,False
7289467030,7289467030,Connector 26P Mcon Black,Te Connectivity Emea,2203973-1,0-2203973-1,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
7289505430,7289505430,9.5 Nwp System Connector (L-Type) 2P (F) Subassembly Code B,Yse-M,7289-5054-30,,PSW,PPAP LEVEL 1,Common,OK,OK,OK,False,True,True
7289531930,7289531930,Connector 12P 025+110 Black,Molex Europe,31034-3000,,,,Deleted,To Be Requested,To Be Requested,To Be Requested,False,True,False
7289559230,7289559230,Connector 16P 110+Mx 150 Black,Molex Europe,34985-1606,349851606,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7289573230,7289573230,Connector 16P Mx 150 Black,Molex Europe,34985-1641,349851641,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7289622530,7289622530,Connector 16P 110+Mx 150 Black,Molex Europe,34985-1841,34985-XXXX,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
7289631440,7289631440,Connector 16P Mx 150 Light Gray,Molex Europe,34985-2071,34985-XXXX,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
7289638830,7289638830,Connector 12P Mx 150 Black,Molex Europe,33472-1472,33472-13XX-15XX,PSW,PPAP LEVEL 1,Deleted,OK,To Be Requested,OK,True,True,False
7289647830,7289647830,Connector 4P Mx 150 Black,Molex Europe,33471-0441,33471-04XX,PSW,PPAP LEVEL 1,Deleted,OK,OK,OK,True,True,True
7289655330,7289655330,8P Gen-Y 0.64 Sealed Female Sub-Assembly,Yna Combu-E,7289-6553-30,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7289655440,7289655440,Connector 4P Other Light Gray,Tti Distribution Center Delphi,33243061,33243061,PSW,PPAP LEVEL 1,Common,OK,OK,OK,True,True,True
7289693730,7289693730,Connector 12P Mx 150 Black,Molex Europe,33472-1405,33472-1405 -1558  ,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7289697530,7289697530,Mx150 1X4 Receptacle Sealed Assembly Mat Seal,Molex Europe,33471-0467,33471-04XX,PSW,PPAP LEVEL 1,Common,OK,OK,OK,True,True,True
7289727830,7289727830,Connector 8P Generation Y Black,Yna Combu-E,7289-7278-30,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
7289728730,7289728730,Connector 8P Generation Y Black,Yna Combu-E,7289-7287-30,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7289734530,7289734530,Connector 4P Mx 150 Black,Molex Europe,334724001,33472-40XX,PSW,PPAP LEVEL 1,Common,OK,OK,OK,True,True,True
7289779030,7289779030,Connector 50P 025+060 Black,Te Connectivity Emea,0-2287277-1,,PSW,PPAP LEVEL 1,Common,To Be Requested,OK,OK,False,True,True
7289796640,7289796640,Connector 3P Mx 150 Light Gray,Molex,160073-3106,160073-3106,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7289798130,7289798130,Connector 46P Slv Black,Te Connectivity Emea,1-2141968-6,1-2141968-6,PSW,PPAP LEVEL 1,Common,To Be Requested,To Be Requested,OK,True,True,False
7289802640,7289802640,Connector 3P Mx 150 Light Gray,Molex Europe,160073-3102,160073-3102,PSW,PPAP LEVEL 1,Deleted,To Be Requested,To Be Requested,OK,True,True,False
7289808180,7289808180,Connector 13P Other Brown,Te Connectivity Emea,0-2203990-1,0-2203990-1,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7289808490,7289808490,Plug Assembly,Te Connectivity Emea,0-2203990-2,0-2203990-2,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7289814030,7289814030,Connector 34P Apex+Mx Black,Yna Cps,7289-8140-30,60013508A01B(048),PSW,PPAP LEVEL 2,Added,OK,OK,OK,True,True,True
7289826230,7289826230,Connector 6P Generation Y Black,Te Connectivity Emea,9-2208798-5,9-2208798-5,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
7289845530,7289845530,Connector 10P Ocs Black,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,15532124,15532124,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7289848930,7289848930,Connector 12P Mx 150 Black,Molex Europe,334721258,33472-1258  ,PSW,PPAP LEVEL 2,Deleted,To Be Requested,OK,OK,True,True,True
7289930830,7289930830,Connector 4P Mcon Black,Te Connectivity Emea,0-2300498-1,0-2300498-1,PSW,PPAP LEVEL 1,Common,To Be Requested,OK,OK,True,True,True
7289949640,7289949640,Connector 52P Other Light Gray,Yel-Bl,7289-9496-40,52P Female Keyway B,PSW,PPAP LEVEL 1,Common,OK,OK,OK,True,True,True
7289972630,7289972630,Connector 72P 025+060+110 Black,Te Connectivity Emea,1-2287336-1,1-2287336-1,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
7289972740,7289972740,Connector 72P 025+060+110 Light Gray,Te Connectivity Emea,1-2287336-2,1-2287336-2,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
7289979330,7289979330,Connector 8P Mx 150 Black,Molex Europe,33472-4869,33472-4869,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
7289994630,7289994630,Connector 6P 025 Black,Molex Europe,34975-6162,34975-6160_6162_6167_6170,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
7289996330,7289996330,Connector 8P Mx Black,Molex Europe,33472-4861,33472-4861_4888_4889,PSW,PPAP LEVEL 1,Added,OK,To Be Requested,OK,True,True,False
7289999530,7289999530,Connector 6P 025 Black,Molex Europe,34975-6167,34975-6160_6162_6167_6170,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
7296009906,7296009906,Terminal Mcp Female 1.2Mm Sealed,Te Connectivity Emea,7-1452671-3,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
7296032306,7296032306,Terminal Apex Female 2.8Mm Sealed,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,33153107,33153107,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7296079502,7296079502,Terminal 060 Female 1.5Mm Unsealed,Ccc,7296-0795-02,7296-0795-02  ,PSW,PPAP LEVEL 3,Common,To Be Requested,OK,OK,True,True,True
7296087206,7296087206,Terminal Cts Female 6.3Mm Unsealed,Aptiv Services Deutschland Gmbh - Neumarkt,13984302,13984302,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7296097506,7296097506,Terminal Mcp Female 4.8+6.3Mm Sealed,Te Connectivity Emea,2-1241418-3,2-1241418-3,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7296098406,7296098406,Terminal Mak Female Othermm Unsealed,Lear Corporation Bersenbrueck,28563.000.003,28563000003,PSW,PPAP LEVEL 3,Common,OK,To Be Requested,OK,True,True,False
7296101306,7296101306,Terminal Mcon Female 6.3Mm Sealed,Te Connectivity Emea,0-2177770-3,,PSW,PPAP LEVEL 1,Common,OK,OK,OK,False,True,True
7296109606,7296109606,Terminal 250 Female 6.3Mm Unsealed,Aptiv Services Deutschland Gmbh - Neumarkt,13984307,13984307,PSW,PPAP LEVEL 4,Common,OK,To Be Requested,OK,True,True,False
7296111702,7296111702,Terminal Apex Female 2.8Mm Sealed,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,33350989,33350989,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7296124402,7296124402,Terminal Apex Female 2.8Mm Unsealed,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,33350987,33350987,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
7296131706,7296131706,Terminal Other Female Othermm Unsealed,Te Connectivity Emea,1-2840573-2,1-2840573-2,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7296136306,7296136306,Terminal Other Female Othermm Unsealed,Te Connectivity Emea,1-2840573-1,1-2840573-1,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7296161502,7296161502,Terminal Apex Female 2.8Mm Sealed,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,33351002,33351002,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7296199406,7296199406,Pcon 21 Contact 90 Deg,Te Connectivity Emea,0-2317017-2,2317017-2,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7296214306,7296214306,Terminal Other Female 2.8Mm Sealed,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,35229817,35229817,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7296253406,7296253406,Blade Type Terminal Female,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,35589655,35589655,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7297009830,7297009830,52P 38Xgen-Y 0.64 + 10Xyesc Iii 1.5 + 4Xapex 2.8 Sealed Male Connector Sub-Assembly,Yna Combu-E,7297009830,7288-8199-30 ,PSW,PPAP LEVEL 1,Common,To Be Requested,OK,OK,True,True,True
7297009930,7297009930,52P 38Xgen-Y 0.64 + 10Xyesc Iii 1.5 + 4Xapex 2.8 Sealed Male Connector Sub-Assembly,Ycc,7297-0099-30,7288-8199-30,PSW,PPAP LEVEL 1,Common,To Be Requested,OK,OK,True,True,True
7297074330,7297074330,52P 38Xgen-Y 0.64 10Xyesciii 1.5 4Xapex 2.8 Sealed Male Connector Sub-Assembly,Yna Combu-E,	7297074330_5203777,7288-8199-30 ,PSW,PPAP LEVEL 1,Common,To Be Requested,Requested,OK,True,True,False
