Yazaki PN,BX726_BEV_JOB1+90_YMOK,BX726_BEV_JOB1+90_YRL,BX726_MCA_JOB1+90_YMOK,BX726_MCA_JOB1+90_YRL,BX726_GSR_TT_YMOK,BX726_GSR_TT_YRL,CX482_24MY_YBE,V710_B1_W2_HV_JOB1+90_YBE,V710_JOB1+90_YMO-K,V710_JOB1+90_YOT-G,V710_JOB1+90_YOT-K,V710_JOB1+90_YWTT,V710_B2_J74_JOB1+90_YMOK,V710_B2_J74_JOB1+90_YOT-G,V710_B2_J74_JOB1+90_YOT-K,V710_B2_J74_JOB1+90_YWTT,V710_HV_AWD_TT_YBE,V710_AWD_PP_YMOK,V710_AWD_TT_YOTG,V710_AWD_PP_YOTK,V710_AWD_PP_YWTT,FORD_V769_JOB1+180_HV_YRL,Item Description,Supplier Name,Supplier PN,Original Supplier Name,Original Supplier PN,Customer PN,Document Complete,IsCustomerDrawing,PSW Type,PSW Sub Type,Approved Date,PSW Date OK,PSW,Part Specification,Plant FAR,TDC Remarks,YPN Status,Handling Manual,Customer Engineering Approval,Promised Date,"IMDS STATUS
(Yes, No, N/A)",IMDS REMARKS,FAR Status,FAR Promised date,PPAP Details,BUHIN,R @R OK/NOK,Active Parts,YBE All Projects,YMO-K All Projects,YOT-G All Projects,YOT-K All Projects,YRL All Projects,YWTT All Projects,BX726 BEV,V769,BX726 MCA,BX726 GSR,V710 B1,CX482,V710 B2,V710 ICA AWD BEV,"Not 100% Approved
(Under Deviation)",Parts Under Deviation,part_id_raw,part_id_std,Approved Date_date,Approved Date_year,Approved Date_month,Approved Date_day,Approved Date_qtr,Approved Date_week,PSW Date OK_date,PSW Date OK_year,PSW Date OK_month,PSW Date OK_day,PSW Date OK_qtr,PSW Date OK_week,PSW_date,PSW_year,PSW_month,PSW_day,PSW_qtr,PSW_week,Promised Date_date,Promised Date_year,Promised Date_month,Promised Date_day,Promised Date_qtr,Promised Date_week,FAR Promised date_date,FAR Promised date_year,FAR Promised date_month,FAR Promised date_day,FAR Promised date_qtr,FAR Promised date_week
7152507930,,,,,,,,,,,,,,D,,,,,,,,,Connector Clip,Hellermanntyton - Germany,151-00785,Hellermann,151-00785,BU5T-14E042-LA,OK,OK,PSW,PPAP LEVEL 2,2021-11-17 00:00:00,NOT OK,151-00785,,YBE_9043,,Common,OK,,,Yes,,OK,,OK,P,,,,,,,,,,,,,,,,,,,7152507930,7152507930,2021-11-17,2021.0,11.0,17.0,4.0,46,,,,,,,,,,,,,,,,,,,,,,,,
7152511130,,X,,X,,X,,,,,,,,,,,,,,,,,Routing Cover Black,Hellermanntyton - Germany,151-00214,Hellermann,151-00214,,OK,OK,PSW,PPAP LEVEL 1,2018-05-29 00:00:00,NOT OK,Hellermann Collective PSW - 39538,,188,,Common,To Be Requested,,,Yes,,OK,,OK,P,,X,,,,,X,,X,,X,X,,,,,,,7152511130,7152511130,2018-05-29,2018.0,5.0,29.0,2.0,22,,,,,,,,,,,,,,,,,,,,,,,,
7152515430,,X,,X,,,,,,,,,,,,,,,,,,,Connector Clip,Hellermanntyton - Germany,151-00855,Hellermann,151-00855,,OK,OK,PSW,PPAP LEVEL 1,2016-12-06 00:00:00,NOT OK,,,YRLC_159,,Common,OK,,,Yes,,OK,,OK,P,,X,,,,,X,,X,,X,,,,,,,,7152515430,7152515430,2016-12-06,2016.0,12.0,6.0,4.0,49,,,,,,,,,,,,,,,,,,,,,,,,
7152519430,,X,,X,,X,X,,,,,,,,,,,,,,,,Connector Clip,Hellermanntyton - Germany,151-00965,Hellermann,151-00965,,OK,OK,PSW,PPAP LEVEL 1,2016-12-06 00:00:00,NOT OK,,,,,Common,OK,,,Yes,,To Be Requested,,OK,P,,X,X,,,,X,,X,,X,X,,X,,,,,7152519430,7152519430,2016-12-06,2016.0,12.0,6.0,4.0,49,,,,,,,,,,,,,,,,,,,,,,,,
7298467830,,,,,,,,,D,,X,,D,,X,,,,,X,,,Connector 6P Mx 150 Black,Molex Europe,334716001,Molex,33471-6001,,OK,OK,PSW,PPAP LEVEL 2,2023-02-24 00:00:00,NOT OK,33471-6001,,,,Common,OK,,,Yes,,To Be Requested,,OK,P2,,X,,,,X,,,,,,,X,,X,X,,,7298467830,7298467830,2023-02-24,2023.0,2.0,24.0,1.0,8,,,,,,,,,,,,,,,,,,,,,,,,
7152550730,,,,,,,,,,,,,,D,,D,,,,,X,,Ret Wir Conn,Hellermanntyton - Germany,133-03566,Hellermann,133-03566,,OK,OK,PSW,PPAP LEVEL 3,2018-05-02 00:00:00,NOT OK,133-03566,,YBES_1485-10-17,,Common,OK,,,Yes,,OK,,OK,P,,X,,,,,,X,,,,,,,,X,,,7152550730,7152550730,2018-05-02,2018.0,5.0,2.0,2.0,18,,,,,,,,,,,,,,,,,,,,,,,,
7152558330,,,,,,,,,D,,,X,,D,,X,,,,,X,,Connector Clip,Hellermanntyton - Germany,133-04068,Hellermann,133-04068,HU5T-14E042-DA,OK,OK,PSW,PPAP LEVEL 2,2024-01-09 00:00:00,NOT OK,133-04068,,YOTK_226-2023,,Common,OK,,,Yes,,OK,,OK,P,,X,,,,,,X,,,,,X,,X,X,,,7152558330,7152558330,2024-01-09,2024.0,1.0,9.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,
7152564330,,,,,,,,,D,,,X,,D,,X,,,,,X,,Connector Clip,Hellermanntyton - Germany,151-02750,Hellermann,151-02750,JU5T-14E042-KA,OK,OK,PSW,PPAP LEVEL 2,2024-10-02 00:00:00,<3m,151-02750,,YWTT_24-115,Part added in BoM on 05-06-2024,Common,OK,,,Yes,,OK,,OK,P,,X,,,,,,X,,,,,X,,X,X,,,7152564330,7152564330,2024-10-02,2024.0,10.0,2.0,4.0,40,,,,,,,,,,,,,,,,,,,,,,,,
7152565630,,X,X,X,X,X,,,,,,,,,,,,X,,,,,Connector Clip,Hellermanntyton - Germany,151-02873,Hellermann,151-02873,,OK,OK,PSW,PPAP LEVEL 2,2022-05-04 00:00:00,NOT OK,151-02873,,,,Common,OK,,,Yes,,To Be Requested,,OK,P1 / P2,,X,,X,,,X,,X,,X,X,,,,X,,,7152565630,7152565630,2022-05-04,2022.0,5.0,4.0,2.0,18,,,,,,,,,,,,,,,,,,,,,,,,
7152567630,,,,,,,,,,,,,,X,,,,,,,,,Clamp,Hellermann Tyton Gmbh,151-02270,Hellermann,151-02270,DU5T-14E042-M,PSW not found.,OK,PSW,PPAP LEVEL 2,2025-02-07 00:00:00,OK,151-02270,,,"Part added in BoM on 19-06-2024 / On 12-09-2024, Supplier information was confirmed in GPDB / Requested PPAP in eQLM on 16-09-2024 (Approved based on Deviation YEMEA-SQ-FORD--24-D018-2) / PPAP OK / SoC OK / Requested FAR to YOT-G (On 17-09-2024, Sengul Kara informed ""Production Line is not ready"". On 13-02-2025, Sengul Kara informed ""I could not see usage in YOT-G yet"") / IMDS OK",Common,Requested,,,Yes,,Requested,No Usage,Pending,P,,X,,,X,,,,,,,,,,X,,,,7152567630,7152567630,2025-02-07,2025.0,2.0,7.0,1.0,6,,,,,,,,,,,,,,,,,,,,,,,,
7152580230,,X,,X,,X,,,,,,,,,,,,,,,,,Connector Clip,Yna Cps,7152-5802-30,Hellermann,151-03521,JU5T-14E042-PB,OK,OK,PSW,PPAP LEVEL 2,2025-02-07 00:00:00,OK,151-03521,,YRLC_306,,Common,To Be Requested,,,Yes,,OK,,OK,P,,X,,,,,X,,X,,X,X,,,,,,,7152580230,7152580230,2025-02-07,2025.0,2.0,7.0,1.0,6,,,,,,,,,,,,,,,,,,,,,,,,
7152581830,,,,,,,,,D,,,X,,,,D,,,,,X,,Connector Clip,Hellermanntyton - Germany,151-04066,Hellermann,151-04066,PU5T-14E042-BA,OK,OK,PSW,PPAP LEVEL 2,2024-08-02 00:00:00,<1m,151-04066,,YWTT_24-062,Part added in BoM on 17-06-2024,Common,OK,,,Yes,,OK,,OK,P,,X,,,,,,X,,,,,X,,,X,,,7152581830,7152581830,2024-08-02,2024.0,8.0,2.0,3.0,31,,,,,,,,,,,,,,,,,,,,,,,,
7154738330,,,,,,,,,D,,,X,,,,D,,,,,X,,Box Cover Black,Yel-Bl,7154-7383-30,Yna Cps,7154-7383-30,,OK,OK,PSW,PPAP LEVEL 3,2020-11-12 00:00:00,NOT OK,BEAMs,,,Original Supplier: AEES,Common,OK,,,Yes,,To Be Requested,,OK,P,,X,,,,,,X,,,,,X,,,X,,,7154738330,7154738330,2020-11-12,2020.0,11.0,12.0,4.0,46,,,,,,,,,,,,,,,,,,,,,,,,
7157303770,,,X,,,,,,,,,,,,,,,,,,,,Single Wire Seal Yellow,Te Connectivity Emea,0-0967067-2,Te Connectivity,0-0967067-2,,OK,OK,PSW,PPAP LEVEL 1,2019-09-20 00:00:00,NOT OK,,,YMK21-0011,,Common,OK,,,Yes,,OK,,OK,P,,X,,X,,,,,,,X,,,,,,,,7157303770,7157303770,2019-09-20,2019.0,9.0,20.0,3.0,38,,,,,,,,,,,,,,,,,,,,,,,,
7157356360,,X,,X,,X,,,,,,,,,,,,,,,,,Single Wire Seal Green,Yc Purchasing (Yazaki Corp),7157-3563-60,Yc Purchasing,7157-3563-60,,OK,OK,PSW,PPAP LEVEL 1,2019-01-08 00:00:00,NOT OK,,,YRL-P_7026,,Common,OK,,,Yes,,OK,,OK,P (M1a),,X,,,,,X,,X,,X,X,,,,,,,7157356360,7157356360,2019-01-08,2019.0,1.0,8.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,
7157358180,,,,,,,,,,,,,,D,,D,,,,,,,Single Wire Seal Brown,Yc Purchasing (Yazaki Corp),7157-3581-80,Yc Purchasing,7157-3581-80,XR8T-14603-GA,OK,OK,PSW,PPAP LEVEL 1,2018-11-27 00:00:00,NOT OK,7157-3581-80,,,Supplier information received from YWTT Material Planning Engineer Alperen Turkan / SoC available in Global Database,Common,OK,,,Yes,No Supplier,To Be Requested,,OK,P (M1a),,,,,,,,,,,,,,,,,,,7157358180,7157358180,2018-11-27,2018.0,11.0,27.0,4.0,48,,,,,,,,,,,,,,,,,,,,,,,,
7157363820,,,,X,,,,,,,,,,,,,,,,,,,Single Wire Seal Purple,Te Connectivity Emea,0-0184141-1,Te Connectivity,0-0184141-1,,OK,OK,PSW,PPAP LEVEL 1,2016-01-18 00:00:00,NOT OK,,,YBE_8054,,Common,OK,,,Yes,,OK,,OK,P,,X,,,,,X,,,,X,,,,,,,,7157363820,7157363820,2016-01-18,2016.0,1.0,18.0,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,
7157363990,,D,,X,,,,,,,,,,,,,,,,,,,Single Wire Seal Blue,Te Connectivity Emea,0-0184139-1,Te Connectivity,0-0184139-1,,OK,OK,PSW,PPAP LEVEL 3,2022-05-18 00:00:00,NOT OK,0-0184139-1,,YRL-C_7027,,Common,OK,,,Yes,,OK,,OK,P,,X,,,,,X,,,,X,,,,,,,,7157363990,7157363990,2022-05-18,2022.0,5.0,18.0,2.0,20,,,,,,,,,,,,,,,,,,,,,,,,
7298589430,,,,,,,,,,,X,,X,,X,,,,,X,,,Connector 30P Get+Generation Y Black,Yel-Bl,7298-5894-30,Yna Cps,7298-5894-30,,OK,OK,PSW,PPAP LEVEL 4,2020-05-12 00:00:00,NOT OK,,,,Original Supplier: Aptiv,Common,OK,,,Yes,,To Be Requested,,OK,P,,X,,X,,X,,,,,,,X,,X,X,,,7298589430,7298589430,2020-05-12,2020.0,5.0,12.0,2.0,20,,,,,,,,,,,,,,,,,,,,,,,,
7158300390,X,,,,,,,,D,,,,,,,,,X,,,,,Single Wire Seal Blue,Yc Purchasing (Yazaki Corp),7158-3003-90,Yc Purchasing,7158-3003-90,1X4T-14603-AA,OK,OK,PSW,PPAP LEVEL 3,2008-06-05 00:00:00,NOT OK,7158-3003-90,,,Part added in BoM on 24-09-2024,Common,OK,,,Yes,,To Be Requested,,OK,P (M1a),,X,,X,,,,,X,,,,,,,X,,,7158300390,7158300390,2008-06-05,2008.0,6.0,5.0,2.0,23,,,,,,,,,,,,,,,,,,,,,,,,
7298597030,,,,,,,,,,,X,,,,X,,,,,X,,,Connector 2P 040 Black,Sews-Ce Ltd. (Distribution),6189-7910,Sumitomo,6189-7910,JU5T-14A464-BRA,OK,OK,PSW,PPAP LEVEL 2,2023-05-16 00:00:00,NOT OK,,,,,Common,OK,,,Yes,,To Be Requested,,OK,P2,,X,,,,X,,,,,,,X,,X,X,,,7298597030,7298597030,2023-05-16,2023.0,5.0,16.0,2.0,20,,,,,,,,,,,,,,,,,,,,,,,,
7158303340,D,,,,,,,,,,,,,,,,,,,,,,Single Wire Seal Light Gray,No Supplier Assigned,No Supplier Assigned,No Supplier Assigned,No Supplier Assigned,,PSW not found.,OK,,,,Not OK,,,,,Deleted,To Be Requested,,,No,No Supplier,To Be Requested,,To Be Requested,,,,,,,,,,,,,,,,,,,,7158303340,7158303340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7158303450,,,,X,,X,,,D,X,,X,,X,,X,,,,,X,,Single Wire Seal Red,Yel-Bl,7158-3034-50,Starlim,7158-3034-50,,OK,OK,PSW,PPAP LEVEL 2,2019-07-01 00:00:00,NOT OK,,,YBE_9070,,Common,OK,,,Yes,,OK,,OK,M2,OK,X,,,X,,X,X,,,X,X,X,,X,X,,,7158303450,7158303450,2019-07-01,2019.0,7.0,1.0,3.0,27,,,,,,,,,,,,,,,,,,,,,,,,
7158304340,X,,,,,,,,D,,,,,,,,,X,,,,,Cavity Seal / Blind Plug Light Gray,Yc Purchasing (Yazaki Corp),7158-3043-40,Yc Purchasing,7158-3043-40,,OK,OK,PSW,PPAP LEVEL 3,2019-02-18 00:00:00,NOT OK,7158-3043-40,,,,Common,OK,,,Yes, ,To Be Requested,,OK,P (M1a),,X,,X,,,,,X,,,,,,,X,,,7158304340,7158304340,2019-02-18,2019.0,2.0,18.0,1.0,8,,,,,,,,,,,,,,,,,,,,,,,,
7158308290,X,X,,X,,X,,,,,D,,,,,D,,,,,X,,Single Wire Seal Blue,Yel-Bl,7158-3082-90,Starlim,7158-3082-90,,OK,OK,PSW,PPAP LEVEL 2,2018-12-27 00:00:00,NOT OK,,,,,Common,OK,,,Yes,,To Be Requested,,OK,M2,OK,X,,X,,,X,X,X,,X,X,,,,X,,,7158308290,7158308290,2018-12-27,2018.0,12.0,27.0,4.0,52,,,,,,,,,,,,,,,,,,,,,,,,
7158308440,,X,,X,,X,,,D,X,,X,,X,,X,,,,,X,,Single Wire Seal Light Gray,Yel-Bl,7158-3084-40,Yna Cps,7158-3084-40,,OK,OK,PSW,PPAP LEVEL 2,2018-01-12 00:00:00,NOT OK,,,YRL-P_7058,Original Supplier: QSR,Common,OK,,,Yes,,OK,,OK,P2,,X,,,X,,X,X,X,,X,X,X,,X,X,,,7158308440,7158308440,2018-01-12,2018.0,1.0,12.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,
7158311270,,X,,X,,X,,,D,,,X,,,,D,,,,,X,,Single Wire Seal Yellow,Yel-Bl,7158-3112-70,Rico Elastomere,7158-3112-70,,OK,OK,M,PPAP LEVEL 2,2024-05-27 00:00:00,NOT OK,050-01665,,,,Common,OK,,,Yes,,To Be Requested,,OK,M2,OK,X,,,,,X,X,X,,X,X,X,,,X,,,7158311270,7158311270,2024-05-27,2024.0,5.0,27.0,2.0,22,,,,,,,,,,,,,,,,,,,,,,,,
7158312670,D,,,,,,,,,,,,,,,,,,,,,,Single Wire Seal Yellow,Aptiv Services Deutschland Gmbh - Wuppertal,60994034,Aptiv,60994034,,OK,OK,PSW,PPAP LEVEL 2,2019-04-05 00:00:00,NOT OK,10779161,,,,Deleted,OK,,,Yes,,To Be Requested,,OK,P,,,,,,,,,,,,,,,,,,,7158312670,7158312670,2019-04-05,2019.0,4.0,5.0,2.0,14,,,,,,,,,,,,,,,,,,,,,,,,
7158316660,,,,,,,,,D,X,,X,,X,,X,,,,,X,,Single Wire Seal Green,Tap-C,7158-3166-60,Tap,7158-3166-60,6R8T-10C930-AA,OK,OK,PSW,PPAP LEVEL 3,2020-10-23 00:00:00,NOT OK,7158-3166-60,,,Part added in BoM on 05-06-2024 / SoC available in Global Database,Common,OK,,,Yes,,To Be Requested,,OK,P (M1a),,X,,,X,,,X,,,,,X,,X,X,,,7158316660,7158316660,2020-10-23,2020.0,10.0,23.0,4.0,43,,,,,,,,,,,,,,,,,,,,,,,,
7298687740,,,,,,,,,,,X,,,,D,,,,,X,,,Connector 30P Get+Generation Y Light Gray,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,33268471,Aptiv,33268471,JU5T-14489-BA,OK,OK,PSW,PPAP LEVEL 2,2024-02-17 00:00:00,NOT OK,33268471,,YOTK_240-2023,,Common,OK,,,Yes,,OK,,OK,P2,,X,,,,X,,,,,,,X,,,X,,,7298687740,7298687740,2024-02-17,2024.0,2.0,17.0,1.0,7,,,,,,,,,,,,,,,,,,,,,,,,
7298695530,,,,,,,,,,,X,,D,D,X,D,,,,X,X,,Connector 20P Mx 150 Black,Molex Europe,1601272001,Molex,160127-2001,,OK,OK,PSW,PPAP LEVEL 2,2023-01-30 00:00:00,NOT OK,160127-2001_2006,,,,Common,OK,,,Yes,,To Be Requested,,OK,P2,,X,,,,X,,X,,,,,X,,X,X,,,7298695530,7298695530,2023-01-30,2023.0,1.0,30.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180C97039G5,,,,,,,,,D,,,,D,,,,,,,,,,Lt Single Wire Flrya 0.5 V/Gy,"Coficab Kenitra (Kenitra, Ma)",FLRY-A 0.50,Coficab,FLRY-A 0.50,,OK,OK,PSW,PPAP LEVEL 2,2019-02-05 00:00:00,NOT OK,,,,,Common,OK,,,Yes,,To Be Requested,,OK,P,,,,,,,,,,,,,,,,,,,180C97039G5,180C97039G5,2019-02-05,2019.0,2.0,5.0,1.0,6,,,,,,,,,,,,,,,,,,,,,,,,
7158326650,,,,X,,X,,,,,,,,,,,,,,,,,Single Wire Seal Red,Starlim Spritzguss Gmbh,WA3834,Starlim,WA3834,,OK,OK,PSW,PPAP LEVEL 1,2019-07-23 00:00:00,NOT OK,,,YRL-P_7028,,Common,OK,,,Yes,,OK,,OK,M2,OK,X,,,,,X,,,,X,X,,,,,,,7158326650,7158326650,2019-07-23,2019.0,7.0,23.0,3.0,30,,,,,,,,,,,,,,,,,,,,,,,,
7158337490,,X,,D,,X,,,D,,,X,,,,D,,,,,X,,Single Wire Seal Blue,Yel-Bl,7158-3374-90,Tap,7158-3374-90,,OK,OK,PSW,PPAP LEVEL 2,2016-07-07 00:00:00,NOT OK,,,,,Common,OK,,,Yes,,To Be Requested,,OK,P (M1a),,X,,,,,X,X,X,,,X,X,,,X,,,7158337490,7158337490,2016-07-07,2016.0,7.0,7.0,3.0,27,,,,,,,,,,,,,,,,,,,,,,,,
7298750830,,,,,,,,,D,,X,X,,D,D,D,,,,D,,,Connector 68P Apex+Generation Y+Mx 150+Other Black,Te Connectivity Emea,0-2386198-1,Te Connectivity,0-2386198-1,MU5T-14A464-HC,OK,OK,PSW,PPAP LEVEL 2,2023-11-20 00:00:00,NOT OK,0-2386198-1,,YOTK_215-2023,,Common,OK,,,Yes,,OK,,OK,P2,,X,,,,X,,X,,,,,X,,,,,,7298750830,7298750830,2023-11-20,2023.0,11.0,20.0,4.0,47,,,,,,,,,,,,,,,,,,,,,,,,
7158347790,,,,X,,,,,,,,,,,,,,,,,,,Single Wire Seal Blue,Te Connectivity Emea,0-1394512-1,Te Connectivity,0-1394512-1,,OK,OK,PSW,PPAP LEVEL 2,2019-03-13 00:00:00,NOT OK,0-1394512-1,,,,Common,OK,,,Yes,,To Be Requested,,OK,P1 / P2,,X,,,,,X,,,,X,,,,,,,,7158347790,7158347790,2019-03-13,2019.0,3.0,13.0,1.0,11,,,,,,,,,,,,,,,,,,,,,,,,
7158362260,,,,D,,,,X,,,,,,,,,X,,,,,,Single Wire Seal Green,Te Connectivity Emea,0-1719043-1,Te Connectivity,0-1719043-1,,OK,OK,PSW,PPAP LEVEL 2,2018-10-09 00:00:00,NOT OK,,,,,Common,OK,,,Yes,,To Be Requested,,OK,P,,X,X,,,,,,,,,,X,,,X,,,7158362260,7158362260,2018-10-09,2018.0,10.0,9.0,4.0,41,,,,,,,,,,,,,,,,,,,,,,,,
7158371370,,,,,,,,,D,,,X,,,,D,,,,,X,,Single Wire Seal Yellow,Yel-Bl,7158-3713-70,Starlim,7158-3713-70,,OK,OK,PSW,PPAP LEVEL 1,2019-03-07 00:00:00,NOT OK,,,,,Common,OK,,,Yes,,To Be Requested,,OK,M2,OK,X,,,,,,X,,,,,X,,,X,,,7158371370,7158371370,2019-03-07,2019.0,3.0,7.0,1.0,10,,,,,,,,,,,,,,,,,,,,,,,,
7158375570,,,,,,,,,D,,,X,,,,D,,,,,,,Seal Yellow,Sews-Ce Ltd. (Distribution),7165-1346,Sumitomo,7165-1346,9U5T-10C930-AA,OK,OK,PSW,PPAP LEVEL 2,2024-07-19 00:00:00,NOT OK,7165-1346,,YBES_8398,,Common,OK,,,Yes,,OK,,OK,P,,X,,,,,,X,,,,,X,,,,,,7158375570,7158375570,2024-07-19,2024.0,7.0,19.0,3.0,29,,,,,,,,,,,,,,,,,,,,,,,,
7158383990,D,,,,,,,,,,,,,,,,,,,,,,Single Wire Seal Blue,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,F576000,Aptiv,F576000,,OK,OK,PSW,PPAP LEVEL 1,2019-08-27 00:00:00,NOT OK,13791656_F576000,G000037939_Rev.A,,,Deleted,OK,,,Yes,,To Be Requested,,OK,P1 / P2,,,,,,,,,,,,,,,,,,,7158383990,7158383990,2019-08-27,2019.0,8.0,27.0,3.0,35,,,,,,,,,,,,,,,,,,,,,,,,
7158721430,,D,,,,,,,D,,,X,,,,D,,,,,X,,Cavity Seal / Blind Plug Black,Te Connectivity Emea,0-1394871-1,Te Connectivity,0-1394871-1,,OK,OK,PSW,PPAP LEVEL 1,2018-12-13 00:00:00,NOT OK,,,,,Common,OK,,,Yes,,To Be Requested,,OK,P,,X,,,,,,X,,,,,X,,,X,,,7158721430,7158721430,2018-12-13,2018.0,12.0,13.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,
7171356730,,X,,X,,X,,,,,,,,,,,,,,,,,Cover Assembly,Yse-M,7171-3567-30,Yse,7171-3567-30,,OK,OK,PSW,PPAP LEVEL 1,2019-01-11 00:00:00,NOT OK,,,YRLC_204,,Common,OK,,,Yes,,OK,,OK,P (M1a),,X,,,,,X,,X,,X,X,,,,,,,7171356730,7171356730,2019-01-11,2019.0,1.0,11.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,
7172038750,,,,X,,,,,,,,,,,,,,,,,,,Tpa,Te Connectivity Emea,0-1452409-2,Te Connectivity,0-1452409-2,,OK,OK,PSW,PPAP LEVEL 1,2019-09-20 00:00:00,NOT OK,,,,,Common,OK,,,Yes,,To Be Requested,,OK,P1 / P2,,X,,,,,X,,,,X,,,,,,,,7172038750,7172038750,2019-09-20,2019.0,9.0,20.0,3.0,38,,,,,,,,,,,,,,,,,,,,,,,,
7172058350,,,,,,,X,X,,,,,,,,,,,,,,,Tpa,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,13824779,Aptiv,13824779,,OK,OK,PSW,PPAP LEVEL 3,2019-06-27 00:00:00,NOT OK,13824779,,,,Common,OK,,,Yes,,To Be Requested,,OK,P,,X,X,,,,,,,,,,X,X,,,,,7172058350,7172058350,2019-06-27,2019.0,6.0,27.0,2.0,26,,,,,,,,,,,,,,,,,,,,,,,,
7172061630,,,,,,,,X,,,,,,,,,,,,,,,Tpa,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,13824778,Aptiv,13824778,,OK,OK,PSW,PPAP LEVEL 3,2022-03-09 00:00:00,NOT OK,13824778,,,,Common,OK,,,Yes,,To Be Requested,,OK,P,,X,X,,,,,,,,,,X,,,,,,7172061630,7172061630,2022-03-09,2022.0,3.0,9.0,1.0,10,,,,,,,,,,,,,,,,,,,,,,,,
7172088350,,,,,,,,,,,,,,,,D,,,,,D,,Tpa,Te Connectivity,0-2050013-1,Te Connectivity,0-2050013-1,EU5T-14A468-EA,PSW not found.,OK,,,,Not OK,,,YWTT_24-049,"Requested PPAP in eQLM on 12-02-2024 / Sent Reminder on 15-03-2024 and 28-03-2024 / Supplier informed this is identified as aftersales / SoC OK / FAR OK
Since this is aftersales we are waiting confirmation from plant what is the part that will replace this one  and the confirmation of STA , and we are still in clarification with engineering , email from Elcin confirm that this component will be a part of connector and the part number is 7289200130",Deleted,OK,,,Yes,,OK,,Requested,P,,,,,,,,,,,,,,,,,,,7172088350,7172088350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7172088460,,,,,,,X,X,,,,,,,,,X,,,,,,Tpa,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,13888072,Aptiv,13888072,,OK,OK,PSW,PPAP LEVEL 2,2023-06-12 00:00:00,NOT OK,13888072,,,,Common,OK,,,Yes,,To Be Requested,,OK,P2,,X,X,,,,,,,,,,X,X,,X,,,7172088460,7172088460,2023-06-12,2023.0,6.0,12.0,2.0,24,,,,,,,,,,,,,,,,,,,,,,,,
7172101150,,,,,,,,,,,,,,,,D,,,,,D,,Tpa,Te Connectivity,0-2050009-1,Te Connectivity,0-2050009-1,EU5T-14A468-DA,PSW not found.,OK,,,,Not OK,,,YWTT_24-050,"Requested PPAP in eQLM on 12-02-2024 / Sent Reminder on 15-03-2024 and 28-03-2024 / Supplier informed this is identified as aftersales / SoC OK / FAR OK
Since this is aftersales we are waiting confirmation from plant what is the part that will replace this one  and the confirmation of STA , and we are still in clarification with engineering /  email from Elcin confirm that this component will be a part of connector and the part number is 7289200130",Deleted,Requested,,,Yes,,OK,,Requested,P,,,,,,,,,,,,,,,,,,,7172101150,7172101150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7172163210,,,,,,,X,,,,,,,,,,,,,,,,Rear Spacer Holder,Te Connectivity Emea,2840877-1,Te Connectivity,0-2840877-1,,OK,OK,PSW,PPAP LEVEL 2,2020-10-20 00:00:00,NOT OK,0-2840877-1,,,,Common,OK,,,Yes,,To Be Requested,,OK,P,,X,X,,,,,,,,,,,X,,,,,7172163210,7172163210,2020-10-20,2020.0,10.0,20.0,4.0,43,,,,,,,,,,,,,,,,,,,,,,,,
7172163350,,,,,,,X,,,,,,,,,,,,,,,,Rear Spacer Holder,Te Connectivity Emea,2840877-2,Te Connectivity,0-2840877-2,,OK,OK,PSW,PPAP LEVEL 2,2020-06-16 00:00:00,NOT OK,0-2840877-2,,,,Common,OK,,,Yes,,To Be Requested,,OK,P1 / P2,,X,X,,,,,,,,,,,X,,,,,7172163350,7172163350,2020-06-16,2020.0,6.0,16.0,2.0,25,,,,,,,,,,,,,,,,,,,,,,,,
7172202650,,,,,,,,,,,,,,,,,,,,,,X,Tpa,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,35448129,Aptiv,35448129,,OK,OK,PSW,PPAP LEVEL 3,2023-11-08 00:00:00,NOT OK,35448129,,,,Common,OK,,,Yes, ,To Be Requested,,OK,P,,X,,,,,X,,,X,,,,,,,,,7172202650,7172202650,2023-11-08,2023.0,11.0,8.0,4.0,45,,,,,,,,,,,,,,,,,,,,,,,,
